"Date","Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Daily Mean Travel Time (Seconds)","Daily Range - Lower Bound Travel Time (Seconds)","Daily Range - Upper Bound Travel Time (Seconds)","AM Mean Travel Time (Seconds)","AM Range - Lower Bound Travel Time (Seconds)","AM Range - Upper Bound Travel Time (Seconds)","PM Mean Travel Time (Seconds)","PM Range - Lower Bound Travel Time (Seconds)","PM Range - Upper Bound Travel Time (Seconds)","Midday Mean Travel Time (Seconds)","Midday Range - Lower Bound Travel Time (Seconds)","Midday Range - Upper Bound Travel Time (Seconds)","Evening Mean Travel Time (Seconds)","Evening Range - Lower Bound Travel Time (Seconds)","Evening Range - Upper Bound Travel Time (Seconds)","Early Morning Mean Travel Time (Seconds)","Early Morning Range - Lower Bound Travel Time (Seconds)","Early Morning Range - Upper Bound Travel Time (Seconds)"
"12/15/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",440,187,1031,390,151,1008,337,172,660,629,303,1305,408,172,968,308,139,680
"12/16/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",297,136,650,253,123,523,295,136,637,313,150,651,355,163,775,250,111,565
"12/17/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",661,272,1608,530,287,981,876,345,2223,781,366,1669,484,177,1319,281,134,586
"12/18/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",760,315,1834,633,296,1354,983,426,2264,905,436,1878,596,229,1554,276,137,557
"12/19/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",666,268,1653,526,242,1143,1008,437,2324,757,346,1653,493,184,1316,335,152,735
"12/20/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",711,285,1774,535,280,1020,931,420,2062,984,457,2119,495,204,1197,275,124,611
"12/21/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",671,261,1722,579,250,1341,966,394,2367,956,423,2157,461,199,1068,330,145,751
"12/22/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",393,166,931,387,162,924,409,174,961,558,239,1301,298,140,635,277,126,608
"12/23/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",281,132,600,260,120,563,275,126,600,316,146,684,256,124,530,275,132,575
"12/24/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",257,119,552,230,115,462,263,142,484,257,111,591,248,121,507,276,120,637
"12/25/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",259,119,564,199,113,351,262,115,598,244,118,503,317,132,758,236,112,496
"12/26/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",309,143,665,314,147,671,277,133,577,339,157,735,281,132,597,294,131,656
"12/27/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",297,143,616,276,139,545,300,155,580,322,154,672,268,131,552,290,126,668
"12/28/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",309,145,655,259,129,522,277,138,558,356,175,722,268,125,574,316,133,746
"09/29/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",374,168,832,325,160,658,339,152,756,545,267,1113,271,139,527,240,119,485
"09/30/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",269,128,568,194,96,390,347,146,824,302,153,595,245,120,499,221,112,437
"10/01/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",508,203,1271,915,464,1805,546,236,1263,472,202,1103,273,119,626,318,140,722
"10/02/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",587,232,1484,786,368,1677,712,291,1741,612,253,1477,372,152,907,282,125,631
"10/03/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",545,225,1323,652,290,1461,598,247,1445,648,313,1341,289,131,637,302,126,720
"10/04/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",525,225,1223,594,292,1209,707,285,1756,557,268,1156,364,161,824,253,109,587
"10/05/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",445,194,1019,589,278,1246,547,229,1309,460,209,1015,339,157,731,292,138,616
"10/06/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",385,163,907,431,172,1078,304,142,651,556,258,1199,279,131,591,240,117,495
"10/07/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",255,124,524,227,115,449,267,133,538,291,137,618,249,127,491,226,112,456
"10/08/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",405,186,884,609,309,1198,433,202,926,382,183,797,283,140,573,263,132,524
"10/09/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",586,255,1346,676,361,1263,737,302,1796,648,323,1300,326,141,753,251,125,507
"10/10/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",521,213,1275,671,333,1351,686,277,1695,360,159,813,581,224,1508,294,149,579
"10/11/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",576,249,1332,590,289,1202,938,447,1967,566,272,1180,441,182,1068,226,117,438
"10/12/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",385,167,886,480,239,963,421,170,1040,385,166,892,315,139,711,292,137,621
"10/13/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",327,150,714,303,153,600,284,152,531,480,225,1023,240,121,476,238,115,495
"10/14/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",255,125,518,254,121,531,264,133,524,301,138,655,224,122,411,221,114,428
"10/15/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",450,195,1040,667,346,1288,687,295,1600,369,173,790,258,128,518,256,126,523
"10/16/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",530,227,1237,694,312,1541,774,294,2040,511,247,1056,292,142,600,263,131,529
"10/17/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",500,224,1114,539,288,1010,877,439,1750,473,229,977,277,131,583,294,145,597
"10/18/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",602,243,1494,412,208,816,1195,499,2862,638,299,1362,429,171,1072,240,121,479
"10/19/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",282,134,593,272,129,574,285,144,561,333,139,798,251,131,483,266,130,544
"10/20/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",326,153,690,339,169,677,322,153,676,383,190,769,268,128,560,251,118,534
"10/21/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",243,120,492,217,113,416,254,125,515,266,125,565,251,127,495,208,108,400
"10/22/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",529,235,1192,580,307,1092,735,269,2009,551,285,1064,403,176,924,247,117,520
"10/23/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",530,219,1283,570,281,1156,593,253,1388,579,230,1455,428,177,1035,262,128,537
"10/24/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",295,142,612,225,126,403,362,164,798,305,144,645,300,152,590,274,128,583
"10/25/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",234,113,484,173,83,360,248,122,504,215,109,426,293,134,640,231,116,460
"10/26/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",280,135,581,261,134,510,295,153,571,289,137,611,264,126,554,279,130,596
"10/27/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",228,113,460,248,128,478,235,117,470,248,128,482,216,101,459,173,91,329
"10/28/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",222,109,450,224,107,467,242,124,471,222,102,480,235,115,482,194,104,359
"10/29/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",531,225,1253,456,227,917,1117,345,3622,517,252,1059,302,140,647,244,127,467
"10/30/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",435,204,927,475,254,890,526,230,1202,462,226,942,297,141,624,247,124,489
"10/31/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",465,205,1055,441,201,965,618,280,1363,522,259,1054,273,118,628,346,156,764
"11/01/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",517,225,1186,425,242,746,738,328,1660,601,276,1308,335,146,768,229,117,447
"11/02/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",653,262,1625,422,204,870,1237,644,2375,723,315,1656,461,189,1124,304,140,660
"11/03/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",409,178,939,319,142,716,390,186,818,559,270,1156,366,159,845,251,123,513
"11/04/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",246,123,493,264,105,661,278,152,505,254,128,502,247,125,485,208,108,400
"11/05/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",581,248,1360,684,345,1357,849,341,2112,577,270,1231,368,154,879,305,150,622
"11/06/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",628,265,1488,639,306,1330,917,370,2270,663,329,1336,425,158,1145,324,146,721
"11/07/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",529,237,1179,571,266,1226,703,294,1676,573,297,1105,325,151,701,321,147,698
"11/08/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",593,248,1417,560,261,1203,856,338,2168,684,340,1375,346,139,858,264,132,527
"11/09/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",610,261,1421,564,232,1367,926,422,2031,687,339,1393,433,195,964,331,154,710
"11/10/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",397,185,851,307,164,575,375,180,780,534,276,1032,336,159,707,286,133,617
"11/11/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",299,137,652,266,120,589,301,150,602,364,160,825,293,129,666,237,121,461
"11/12/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",528,220,1264,500,228,1096,691,272,1756,568,247,1303,435,178,1061,302,146,625
"11/13/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",678,273,1682,659,349,1244,1093,428,2790,715,326,1567,406,151,1091,314,150,653
"11/14/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",552,240,1269,487,238,992,861,380,1954,625,309,1265,342,151,771,345,159,748
"11/15/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",596,251,1412,536,264,1088,993,432,2284,620,286,1340,439,187,1030,265,130,539
"11/16/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",414,179,954,578,297,1124,465,175,1233,434,193,977,309,146,653,268,128,558
"11/17/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",348,157,768,330,162,672,309,145,655,476,226,1001,257,127,519,256,116,566
"11/18/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",260,128,530,241,122,476,276,130,583,262,132,520,291,139,611,229,116,453
"11/19/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",336,151,748,517,236,1132,318,146,692,281,142,556,256,126,520,297,123,718
"11/20/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",553,243,1258,576,257,1291,847,353,2033,586,302,1134,312,148,661,260,126,535
"11/21/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",566,242,1323,515,237,1116,853,395,1844,617,300,1270,394,169,919,277,112,686
"11/22/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",537,240,1199,479,268,856,873,373,2045,584,292,1165,374,165,848,283,133,604
"11/23/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",598,265,1349,574,291,1132,927,447,1925,598,294,1215,535,227,1259,271,130,563
"11/24/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",449,191,1054,345,163,732,451,196,1036,650,312,1353,360,160,812,271,124,593
"11/25/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",377,165,864,689,285,1667,311,149,647,439,193,1000,274,129,578,365,163,819
"11/26/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",739,303,1804,597,264,1349,1252,509,3078,723,351,1489,797,291,2181,277,133,579
"11/27/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",305,139,669,232,104,515,304,144,640,309,139,686,351,164,753,265,122,576
"11/28/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",607,247,1495,581,262,1286,844,319,2234,652,298,1426,481,181,1275,321,139,739
"11/29/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",736,307,1765,583,274,1241,1311,633,2715,710,347,1453,735,278,1944,269,132,551
"11/30/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",617,261,1460,609,299,1243,921,481,1763,691,310,1540,515,210,1261,310,150,644
"12/01/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",448,191,1051,374,168,832,475,209,1078,557,240,1293,439,192,1003,308,139,681
"12/02/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",330,142,769,304,128,724,370,150,911,332,147,749,338,143,797,301,135,670
"12/03/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",654,275,1556,498,243,1021,1118,494,2528,676,322,1417,583,226,1498,296,136,644
"12/04/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",703,278,1775,679,291,1587,1028,440,2400,720,320,1622,599,214,1677,296,128,683
"12/05/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",675,285,1599,577,273,1217,1054,452,2453,734,348,1546,506,205,1246,311,149,651
"12/06/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",724,288,1818,749,379,1478,982,360,2672,798,360,1770,566,215,1485,330,134,811
"12/07/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",645,276,1504,555,272,1131,920,411,2059,785,374,1648,510,220,1182,340,156,738
"12/08/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",464,199,1081,377,185,768,482,247,940,635,289,1397,415,185,932,308,130,728
"12/09/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",297,134,659,259,119,563,269,123,584,307,144,657,301,138,658,313,132,739
"12/10/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",644,265,1565,545,299,992,1008,396,2568,714,354,1438,489,183,1306,300,133,676
"12/11/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",276,127,599,248,129,476,254,127,506,296,127,689,285,134,606,268,120,599
"12/12/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",618,258,1479,541,252,1162,810,316,2077,752,366,1544,371,163,843,298,137,647
"12/13/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",655,274,1567,585,288,1191,977,418,2283,770,382,1552,419,170,1028,270,133,544
"12/14/2017","258","Westlands, Nairobi","192","Central Business District, Nairobi",653,286,1489,561,284,1110,884,382,2045,822,429,1577,445,200,988,344,160,739